SearchBayesianSkopt: Resuming 'IALSRecommender' Failed, no such file exists.
SearchBayesianSkopt: New best config found. Config 0: {'num_factors': 44, 'epochs': 70, 'confidence_scaling': 'linear', 'alpha': 0.08875472111128377, 'epsilon': 0.5664828581434084, 'reg': 0.0003796823554974192} - results: PRECISION: 0.2232664, PRECISION_RECALL_MIN_DEN: 0.2248967, RECALL: 0.0497159, MAP: 0.1072479, MAP_MIN_DEN: 0.1079551, MRR: 0.4435837, NDCG: 0.2302303, F1: 0.0813232, HIT_RATE: 0.8922445, ARHR_ALL_HITS: 0.6875216, NOVELTY: 0.0055473, AVERAGE_POPULARITY: 0.5028097, DIVERSITY_MEAN_INTER_LIST: 0.9423831, DIVERSITY_HERFINDAHL: 0.9942314, COVERAGE_ITEM: 0.0420843, COVERAGE_ITEM_CORRECT: 0.0342212, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8917216, DIVERSITY_GINI: 0.0104815, SHANNON_ENTROPY: 7.9865993, RATIO_DIVERSITY_HERFINDAHL: 0.9946039, RATIO_DIVERSITY_GINI: 0.0402323, RATIO_SHANNON_ENTROPY: 0.6415000, RATIO_AVERAGE_POPULARITY: 2.5344038, RATIO_NOVELTY: 0.0326780, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'num_factors': 20, 'epochs': 5, 'confidence_scaling': 'log', 'alpha': 49.99999999999999, 'epsilon': 0.007879533486286373, 'reg': 1.2898908653636824e-05} - results: PRECISION: 0.0497434, PRECISION_RECALL_MIN_DEN: 0.0506557, RECALL: 0.0161133, MAP: 0.0180588, MAP_MIN_DEN: 0.0184592, MRR: 0.1185250, NDCG: 0.0502484, F1: 0.0243417, HIT_RATE: 0.3429116, ARHR_ALL_HITS: 0.1453353, NOVELTY: 0.0073734, AVERAGE_POPULARITY: 0.1367550, DIVERSITY_MEAN_INTER_LIST: 0.9893000, DIVERSITY_HERFINDAHL: 0.9989227, COVERAGE_ITEM: 0.4461487, COVERAGE_ITEM_CORRECT: 0.1256991, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.3427106, DIVERSITY_GINI: 0.1558514, SHANNON_ENTROPY: 11.6339494, RATIO_DIVERSITY_HERFINDAHL: 0.9992970, RATIO_DIVERSITY_GINI: 0.5982224, RATIO_SHANNON_ENTROPY: 0.9344626, RATIO_AVERAGE_POPULARITY: 0.6893111, RATIO_NOVELTY: 0.0434352, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'num_factors': 84, 'epochs': 50, 'confidence_scaling': 'log', 'alpha': 1.3178478200400434, 'epsilon': 0.001, 'reg': 0.01} - results: PRECISION: 0.2040610, PRECISION_RECALL_MIN_DEN: 0.2058121, RECALL: 0.0488987, MAP: 0.0939836, MAP_MIN_DEN: 0.0947482, MRR: 0.4137491, NDCG: 0.2095879, F1: 0.0788925, HIT_RATE: 0.8737722, ARHR_ALL_HITS: 0.6225681, NOVELTY: 0.0059412, AVERAGE_POPULARITY: 0.3564828, DIVERSITY_MEAN_INTER_LIST: 0.9763602, DIVERSITY_HERFINDAHL: 0.9976289, COVERAGE_ITEM: 0.1497868, COVERAGE_ITEM_CORRECT: 0.1038263, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8732601, DIVERSITY_GINI: 0.0384563, SHANNON_ENTROPY: 9.7561030, RATIO_DIVERSITY_HERFINDAHL: 0.9980026, RATIO_DIVERSITY_GINI: 0.1476111, RATIO_SHANNON_ENTROPY: 0.7836302, RATIO_AVERAGE_POPULARITY: 1.7968457, RATIO_NOVELTY: 0.0349982, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'num_factors': 1, 'epochs': 5, 'confidence_scaling': 'log', 'alpha': 0.02541726797070431, 'epsilon': 10.0, 'reg': 0.01} - results: PRECISION: 0.1862777, PRECISION_RECALL_MIN_DEN: 0.1875616, RECALL: 0.0388897, MAP: 0.0909727, MAP_MIN_DEN: 0.0916338, MRR: 0.4231196, NDCG: 0.1996245, F1: 0.0643457, HIT_RATE: 0.8293505, ARHR_ALL_HITS: 0.6166557, NOVELTY: 0.0051391, AVERAGE_POPULARITY: 0.7648933, DIVERSITY_MEAN_INTER_LIST: 0.5039728, DIVERSITY_HERFINDAHL: 0.9503936, COVERAGE_ITEM: 0.0021596, COVERAGE_ITEM_CORRECT: 0.0019935, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8288645, DIVERSITY_GINI: 0.0010684, SHANNON_ENTROPY: 4.4641071, RATIO_DIVERSITY_HERFINDAHL: 0.9507496, RATIO_DIVERSITY_GINI: 0.0041010, RATIO_SHANNON_ENTROPY: 0.3585662, RATIO_AVERAGE_POPULARITY: 3.8554318, RATIO_NOVELTY: 0.0302736, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'num_factors': 1, 'epochs': 5, 'confidence_scaling': 'linear', 'alpha': 0.001, 'epsilon': 10.0, 'reg': 0.01} - results: PRECISION: 0.1862777, PRECISION_RECALL_MIN_DEN: 0.1875616, RECALL: 0.0388897, MAP: 0.0909727, MAP_MIN_DEN: 0.0916338, MRR: 0.4231196, NDCG: 0.1996245, F1: 0.0643457, HIT_RATE: 0.8293505, ARHR_ALL_HITS: 0.6166557, NOVELTY: 0.0051391, AVERAGE_POPULARITY: 0.7648933, DIVERSITY_MEAN_INTER_LIST: 0.5039728, DIVERSITY_HERFINDAHL: 0.9503936, COVERAGE_ITEM: 0.0021596, COVERAGE_ITEM_CORRECT: 0.0019935, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8288645, DIVERSITY_GINI: 0.0010684, SHANNON_ENTROPY: 4.4641071, RATIO_DIVERSITY_HERFINDAHL: 0.9507496, RATIO_DIVERSITY_GINI: 0.0041010, RATIO_SHANNON_ENTROPY: 0.3585662, RATIO_AVERAGE_POPULARITY: 3.8554318, RATIO_NOVELTY: 0.0302736, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'num_factors': 18, 'epochs': 10, 'confidence_scaling': 'linear', 'alpha': 0.987408888019135, 'epsilon': 0.10954551052221528, 'reg': 0.0036890873638261365} - results: PRECISION: 0.2279578, PRECISION_RECALL_MIN_DEN: 0.2293997, RECALL: 0.0504642, MAP: 0.1112825, MAP_MIN_DEN: 0.1119871, MRR: 0.4566024, NDCG: 0.2362785, F1: 0.0826350, HIT_RATE: 0.8967160, ARHR_ALL_HITS: 0.7092638, NOVELTY: 0.0054803, AVERAGE_POPULARITY: 0.5584379, DIVERSITY_MEAN_INTER_LIST: 0.8986744, DIVERSITY_HERFINDAHL: 0.9898609, COVERAGE_ITEM: 0.0378759, COVERAGE_ITEM_CORRECT: 0.0311202, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8961905, DIVERSITY_GINI: 0.0083059, SHANNON_ENTROPY: 7.5337970, RATIO_DIVERSITY_HERFINDAHL: 0.9902317, RATIO_DIVERSITY_GINI: 0.0318817, RATIO_SHANNON_ENTROPY: 0.6051300, RATIO_AVERAGE_POPULARITY: 2.8147969, RATIO_NOVELTY: 0.0322831, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'num_factors': 61, 'epochs': 20, 'confidence_scaling': 'linear', 'alpha': 0.03011967795836002, 'epsilon': 10.0, 'reg': 0.0067157292682715084} - results: PRECISION: 0.2108562, PRECISION_RECALL_MIN_DEN: 0.2122338, RECALL: 0.0457165, MAP: 0.0997776, MAP_MIN_DEN: 0.1004200, MRR: 0.4271435, NDCG: 0.2175024, F1: 0.0751414, HIT_RATE: 0.8733324, ARHR_ALL_HITS: 0.6499983, NOVELTY: 0.0056103, AVERAGE_POPULARITY: 0.4605141, DIVERSITY_MEAN_INTER_LIST: 0.9537548, DIVERSITY_HERFINDAHL: 0.9953685, COVERAGE_ITEM: 0.0433579, COVERAGE_ITEM_CORRECT: 0.0359931, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8728205, DIVERSITY_GINI: 0.0119882, SHANNON_ENTROPY: 8.1916699, RATIO_DIVERSITY_HERFINDAHL: 0.9957414, RATIO_DIVERSITY_GINI: 0.0460156, RATIO_SHANNON_ENTROPY: 0.6579717, RATIO_AVERAGE_POPULARITY: 2.3212135, RATIO_NOVELTY: 0.0330492, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'num_factors': 200, 'epochs': 65, 'confidence_scaling': 'linear', 'alpha': 0.001, 'epsilon': 10.0, 'reg': 1.1351497895392672e-05} - results: PRECISION: 0.1752602, PRECISION_RECALL_MIN_DEN: 0.1760984, RECALL: 0.0367244, MAP: 0.0806734, MAP_MIN_DEN: 0.0810321, MRR: 0.3856942, NDCG: 0.1832524, F1: 0.0607244, HIT_RATE: 0.8161560, ARHR_ALL_HITS: 0.5555690, NOVELTY: 0.0060203, AVERAGE_POPULARITY: 0.2735034, DIVERSITY_MEAN_INTER_LIST: 0.9755414, DIVERSITY_HERFINDAHL: 0.9975470, COVERAGE_ITEM: 0.0682762, COVERAGE_ITEM_CORRECT: 0.0548757, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8156777, DIVERSITY_GINI: 0.0218617, SHANNON_ENTROPY: 9.0574162, RATIO_DIVERSITY_HERFINDAHL: 0.9979207, RATIO_DIVERSITY_GINI: 0.0839142, RATIO_SHANNON_ENTROPY: 0.7275102, RATIO_AVERAGE_POPULARITY: 1.3785892, RATIO_NOVELTY: 0.0354643, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'num_factors': 1, 'epochs': 5, 'confidence_scaling': 'log', 'alpha': 1.7798580270291666, 'epsilon': 0.9259688510947063, 'reg': 0.01} - results: PRECISION: 0.1859845, PRECISION_RECALL_MIN_DEN: 0.1872540, RECALL: 0.0387945, MAP: 0.0909082, MAP_MIN_DEN: 0.0915604, MRR: 0.4233118, NDCG: 0.1994667, F1: 0.0641979, HIT_RATE: 0.8288374, ARHR_ALL_HITS: 0.6165812, NOVELTY: 0.0051390, AVERAGE_POPULARITY: 0.7650397, DIVERSITY_MEAN_INTER_LIST: 0.5040010, DIVERSITY_HERFINDAHL: 0.9503964, COVERAGE_ITEM: 0.0021596, COVERAGE_ITEM_CORRECT: 0.0019381, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8283516, DIVERSITY_GINI: 0.0010686, SHANNON_ENTROPY: 4.4637985, RATIO_DIVERSITY_HERFINDAHL: 0.9507525, RATIO_DIVERSITY_GINI: 0.0041018, RATIO_SHANNON_ENTROPY: 0.3585414, RATIO_AVERAGE_POPULARITY: 3.8561694, RATIO_NOVELTY: 0.0302725, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'num_factors': 25, 'epochs': 10, 'confidence_scaling': 'linear', 'alpha': 0.7768812677379467, 'epsilon': 0.001, 'reg': 1.6111197167209628e-05} - results: PRECISION: 0.2302009, PRECISION_RECALL_MIN_DEN: 0.2318893, RECALL: 0.0515769, MAP: 0.1115636, MAP_MIN_DEN: 0.1123021, MRR: 0.4514341, NDCG: 0.2369333, F1: 0.0842724, HIT_RATE: 0.9008210, ARHR_ALL_HITS: 0.7060265, NOVELTY: 0.0055170, AVERAGE_POPULARITY: 0.5365711, DIVERSITY_MEAN_INTER_LIST: 0.9166984, DIVERSITY_HERFINDAHL: 0.9916631, COVERAGE_ITEM: 0.0426380, COVERAGE_ITEM_CORRECT: 0.0339443, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.9002930, DIVERSITY_GINI: 0.0096131, SHANNON_ENTROPY: 7.7717883, RATIO_DIVERSITY_HERFINDAHL: 0.9920346, RATIO_DIVERSITY_GINI: 0.0368992, RATIO_SHANNON_ENTROPY: 0.6242459, RATIO_AVERAGE_POPULARITY: 2.7045775, RATIO_NOVELTY: 0.0324998, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'num_factors': 53, 'epochs': 30, 'confidence_scaling': 'linear', 'alpha': 8.931470007685085, 'epsilon': 10.0, 'reg': 0.008777788109067855} - results: PRECISION: 0.2124322, PRECISION_RECALL_MIN_DEN: 0.2140926, RECALL: 0.0495776, MAP: 0.0992914, MAP_MIN_DEN: 0.1000366, MRR: 0.4251200, NDCG: 0.2181390, F1: 0.0803930, HIT_RATE: 0.8842545, ARHR_ALL_HITS: 0.6483537, NOVELTY: 0.0058792, AVERAGE_POPULARITY: 0.3838649, DIVERSITY_MEAN_INTER_LIST: 0.9687788, DIVERSITY_HERFINDAHL: 0.9968708, COVERAGE_ITEM: 0.1337837, COVERAGE_ITEM_CORRECT: 0.0938036, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8837363, DIVERSITY_GINI: 0.0322805, SHANNON_ENTROPY: 9.4637043, RATIO_DIVERSITY_HERFINDAHL: 0.9972443, RATIO_DIVERSITY_GINI: 0.1239061, RATIO_SHANNON_ENTROPY: 0.7601441, RATIO_AVERAGE_POPULARITY: 1.9348646, RATIO_NOVELTY: 0.0346329, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'num_factors': 65, 'epochs': 80, 'confidence_scaling': 'log', 'alpha': 0.001, 'epsilon': 0.001, 'reg': 0.0031477191463275813} - results: PRECISION: 0.2094048, PRECISION_RECALL_MIN_DEN: 0.2107088, RECALL: 0.0451421, MAP: 0.0989373, MAP_MIN_DEN: 0.0994930, MRR: 0.4233919, NDCG: 0.2158536, F1: 0.0742729, HIT_RATE: 0.8702536, ARHR_ALL_HITS: 0.6452464, NOVELTY: 0.0056306, AVERAGE_POPULARITY: 0.4478108, DIVERSITY_MEAN_INTER_LIST: 0.9549123, DIVERSITY_HERFINDAHL: 0.9954842, COVERAGE_ITEM: 0.0436901, COVERAGE_ITEM_CORRECT: 0.0364361, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8697436, DIVERSITY_GINI: 0.0122712, SHANNON_ENTROPY: 8.2257642, RATIO_DIVERSITY_HERFINDAHL: 0.9958572, RATIO_DIVERSITY_GINI: 0.0471020, RATIO_SHANNON_ENTROPY: 0.6607102, RATIO_AVERAGE_POPULARITY: 2.2571825, RATIO_NOVELTY: 0.0331686, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'num_factors': 1, 'epochs': 5, 'confidence_scaling': 'linear', 'alpha': 0.3580528209105679, 'epsilon': 0.01620078846012977, 'reg': 1.0751710065720117e-05} - results: PRECISION: 0.1860944, PRECISION_RECALL_MIN_DEN: 0.1873640, RECALL: 0.0388223, MAP: 0.0909558, MAP_MIN_DEN: 0.0916067, MRR: 0.4233390, NDCG: 0.1995571, F1: 0.0642426, HIT_RATE: 0.8289840, ARHR_ALL_HITS: 0.6168196, NOVELTY: 0.0051390, AVERAGE_POPULARITY: 0.7649820, DIVERSITY_MEAN_INTER_LIST: 0.5040081, DIVERSITY_HERFINDAHL: 0.9503971, COVERAGE_ITEM: 0.0021596, COVERAGE_ITEM_CORRECT: 0.0019935, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8284982, DIVERSITY_GINI: 0.0010687, SHANNON_ENTROPY: 4.4640340, RATIO_DIVERSITY_HERFINDAHL: 0.9507532, RATIO_DIVERSITY_GINI: 0.0041020, RATIO_SHANNON_ENTROPY: 0.3585603, RATIO_AVERAGE_POPULARITY: 3.8558789, RATIO_NOVELTY: 0.0302729, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'num_factors': 68, 'epochs': 55, 'confidence_scaling': 'linear', 'alpha': 1.4913811440994915, 'epsilon': 0.31002765830201134, 'reg': 0.01} - results: PRECISION: 0.2280311, PRECISION_RECALL_MIN_DEN: 0.2298047, RECALL: 0.0521493, MAP: 0.1090685, MAP_MIN_DEN: 0.1099504, MRR: 0.4474201, NDCG: 0.2343232, F1: 0.0848857, HIT_RATE: 0.9047061, ARHR_ALL_HITS: 0.6965045, NOVELTY: 0.0056269, AVERAGE_POPULARITY: 0.4750231, DIVERSITY_MEAN_INTER_LIST: 0.9534312, DIVERSITY_HERFINDAHL: 0.9953361, COVERAGE_ITEM: 0.0675563, COVERAGE_ITEM_CORRECT: 0.0533252, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.9041758, DIVERSITY_GINI: 0.0154793, SHANNON_ENTROPY: 8.5025396, RATIO_DIVERSITY_HERFINDAHL: 0.9957090, RATIO_DIVERSITY_GINI: 0.0594161, RATIO_SHANNON_ENTROPY: 0.6829414, RATIO_AVERAGE_POPULARITY: 2.3943460, RATIO_NOVELTY: 0.0331469, 
SearchBayesianSkopt: Config 54 is suboptimal. Config: {'num_factors': 71, 'epochs': 20, 'confidence_scaling': 'log', 'alpha': 7.753293987567957, 'epsilon': 10.0, 'reg': 0.01} - results: PRECISION: 0.2174095, PRECISION_RECALL_MIN_DEN: 0.2190819, RECALL: 0.0487485, MAP: 0.1034339, MAP_MIN_DEN: 0.1041855, MRR: 0.4359741, NDCG: 0.2241958, F1: 0.0796399, HIT_RATE: 0.8837414, ARHR_ALL_HITS: 0.6692107, NOVELTY: 0.0056210, AVERAGE_POPULARITY: 0.4670364, DIVERSITY_MEAN_INTER_LIST: 0.9577577, DIVERSITY_HERFINDAHL: 0.9957688, COVERAGE_ITEM: 0.0560385, COVERAGE_ITEM_CORRECT: 0.0455728, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8832234, DIVERSITY_GINI: 0.0142156, SHANNON_ENTROPY: 8.4295994, RATIO_DIVERSITY_HERFINDAHL: 0.9961418, RATIO_DIVERSITY_GINI: 0.0545655, RATIO_SHANNON_ENTROPY: 0.6770827, RATIO_AVERAGE_POPULARITY: 2.3540893, RATIO_NOVELTY: 0.0331123, 
SearchBayesianSkopt: Config 55 is suboptimal. Config: {'num_factors': 112, 'epochs': 85, 'confidence_scaling': 'linear', 'alpha': 0.4510916986556902, 'epsilon': 0.001, 'reg': 0.01} - results: PRECISION: 0.1977203, PRECISION_RECALL_MIN_DEN: 0.1990428, RECALL: 0.0431549, MAP: 0.0925497, MAP_MIN_DEN: 0.0930866, MRR: 0.4121775, NDCG: 0.2050097, F1: 0.0708467, HIT_RATE: 0.8561061, ARHR_ALL_HITS: 0.6158991, NOVELTY: 0.0057611, AVERAGE_POPULARITY: 0.3882471, DIVERSITY_MEAN_INTER_LIST: 0.9709771, DIVERSITY_HERFINDAHL: 0.9970906, COVERAGE_ITEM: 0.0609115, COVERAGE_ITEM_CORRECT: 0.0494490, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8556044, DIVERSITY_GINI: 0.0184460, SHANNON_ENTROPY: 8.8123141, RATIO_DIVERSITY_HERFINDAHL: 0.9974641, RATIO_DIVERSITY_GINI: 0.0708035, RATIO_SHANNON_ENTROPY: 0.7078231, RATIO_AVERAGE_POPULARITY: 1.9569529, RATIO_NOVELTY: 0.0339376, 
SearchBayesianSkopt: Config 56 is suboptimal. Config: {'num_factors': 53, 'epochs': 75, 'confidence_scaling': 'linear', 'alpha': 0.41839029325977783, 'epsilon': 10.0, 'reg': 1e-05} - results: PRECISION: 0.2239481, PRECISION_RECALL_MIN_DEN: 0.2256868, RECALL: 0.0502753, MAP: 0.1068193, MAP_MIN_DEN: 0.1075939, MRR: 0.4436404, NDCG: 0.2303426, F1: 0.0821160, HIT_RATE: 0.8964961, ARHR_ALL_HITS: 0.6858719, NOVELTY: 0.0055733, AVERAGE_POPULARITY: 0.4910407, DIVERSITY_MEAN_INTER_LIST: 0.9487118, DIVERSITY_HERFINDAHL: 0.9948642, COVERAGE_ITEM: 0.0481201, COVERAGE_ITEM_CORRECT: 0.0395371, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8959707, DIVERSITY_GINI: 0.0119756, SHANNON_ENTROPY: 8.1760071, RATIO_DIVERSITY_HERFINDAHL: 0.9952369, RATIO_DIVERSITY_GINI: 0.0459675, RATIO_SHANNON_ENTROPY: 0.6567136, RATIO_AVERAGE_POPULARITY: 2.4750824, RATIO_NOVELTY: 0.0328314, 
SearchBayesianSkopt: Config 57 is suboptimal. Config: {'num_factors': 44, 'epochs': 65, 'confidence_scaling': 'linear', 'alpha': 0.01056703528900106, 'epsilon': 0.06928102773377827, 'reg': 0.01} - results: PRECISION: 0.2214265, PRECISION_RECALL_MIN_DEN: 0.2229872, RECALL: 0.0489294, MAP: 0.1064518, MAP_MIN_DEN: 0.1070405, MRR: 0.4402042, NDCG: 0.2283136, F1: 0.0801482, HIT_RATE: 0.8873332, ARHR_ALL_HITS: 0.6824039, NOVELTY: 0.0055496, AVERAGE_POPULARITY: 0.4994285, DIVERSITY_MEAN_INTER_LIST: 0.9423432, DIVERSITY_HERFINDAHL: 0.9942274, COVERAGE_ITEM: 0.0404784, COVERAGE_ITEM_CORRECT: 0.0332798, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8868132, DIVERSITY_GINI: 0.0103175, SHANNON_ENTROPY: 7.9664437, RATIO_DIVERSITY_HERFINDAHL: 0.9945999, RATIO_DIVERSITY_GINI: 0.0396030, RATIO_SHANNON_ENTROPY: 0.6398811, RATIO_AVERAGE_POPULARITY: 2.5173608, RATIO_NOVELTY: 0.0326917, 
SearchBayesianSkopt: Config 58 is suboptimal. Config: {'num_factors': 1, 'epochs': 5, 'confidence_scaling': 'log', 'alpha': 0.001, 'epsilon': 0.006485253153014416, 'reg': 1e-05} - results: PRECISION: 0.1862777, PRECISION_RECALL_MIN_DEN: 0.1875616, RECALL: 0.0388897, MAP: 0.0909727, MAP_MIN_DEN: 0.0916338, MRR: 0.4231196, NDCG: 0.1996245, F1: 0.0643457, HIT_RATE: 0.8293505, ARHR_ALL_HITS: 0.6166557, NOVELTY: 0.0051391, AVERAGE_POPULARITY: 0.7648933, DIVERSITY_MEAN_INTER_LIST: 0.5039728, DIVERSITY_HERFINDAHL: 0.9503936, COVERAGE_ITEM: 0.0021596, COVERAGE_ITEM_CORRECT: 0.0019935, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8288645, DIVERSITY_GINI: 0.0010684, SHANNON_ENTROPY: 4.4641071, RATIO_DIVERSITY_HERFINDAHL: 0.9507496, RATIO_DIVERSITY_GINI: 0.0041010, RATIO_SHANNON_ENTROPY: 0.3585662, RATIO_AVERAGE_POPULARITY: 3.8554318, RATIO_NOVELTY: 0.0302736, 
SearchBayesianSkopt: Config 59 is suboptimal. Config: {'num_factors': 54, 'epochs': 15, 'confidence_scaling': 'linear', 'alpha': 1.9790895319108122, 'epsilon': 0.21615946856645876, 'reg': 1e-05} - results: PRECISION: 0.2300323, PRECISION_RECALL_MIN_DEN: 0.2319464, RECALL: 0.0528252, MAP: 0.1109487, MAP_MIN_DEN: 0.1117959, MRR: 0.4522564, NDCG: 0.2368596, F1: 0.0859195, HIT_RATE: 0.9048527, ARHR_ALL_HITS: 0.7055832, NOVELTY: 0.0056340, AVERAGE_POPULARITY: 0.4757145, DIVERSITY_MEAN_INTER_LIST: 0.9504399, DIVERSITY_HERFINDAHL: 0.9950370, COVERAGE_ITEM: 0.0681101, COVERAGE_ITEM_CORRECT: 0.0537682, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.9043223, DIVERSITY_GINI: 0.0156747, SHANNON_ENTROPY: 8.4970567, RATIO_DIVERSITY_HERFINDAHL: 0.9954098, RATIO_DIVERSITY_GINI: 0.0601661, RATIO_SHANNON_ENTROPY: 0.6825010, RATIO_AVERAGE_POPULARITY: 2.3978308, RATIO_NOVELTY: 0.0331889, 
SearchBayesianSkopt: Config 60 is suboptimal. Config: {'num_factors': 35, 'epochs': 65, 'confidence_scaling': 'linear', 'alpha': 0.0026432618998834425, 'epsilon': 0.001, 'reg': 1.0975424046024266e-05} - results: PRECISION: 0.2276279, PRECISION_RECALL_MIN_DEN: 0.2292782, RECALL: 0.0507641, MAP: 0.1089983, MAP_MIN_DEN: 0.1097495, MRR: 0.4452111, NDCG: 0.2336243, F1: 0.0830148, HIT_RATE: 0.8990617, ARHR_ALL_HITS: 0.6942700, NOVELTY: 0.0055101, AVERAGE_POPULARITY: 0.5265548, DIVERSITY_MEAN_INTER_LIST: 0.9309450, DIVERSITY_HERFINDAHL: 0.9930877, COVERAGE_ITEM: 0.0380420, COVERAGE_ITEM_CORRECT: 0.0306772, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8985348, DIVERSITY_GINI: 0.0092943, SHANNON_ENTROPY: 7.7967148, RATIO_DIVERSITY_HERFINDAHL: 0.9934597, RATIO_DIVERSITY_GINI: 0.0356755, RATIO_SHANNON_ENTROPY: 0.6262481, RATIO_AVERAGE_POPULARITY: 2.6540907, RATIO_NOVELTY: 0.0324591, 
SearchBayesianSkopt: Config 61 is suboptimal. Config: {'num_factors': 60, 'epochs': 40, 'confidence_scaling': 'linear', 'alpha': 0.34669423868022237, 'epsilon': 0.003136538304156087, 'reg': 1.0010246466678949e-05} - results: PRECISION: 0.2176294, PRECISION_RECALL_MIN_DEN: 0.2191205, RECALL: 0.0480080, MAP: 0.1036187, MAP_MIN_DEN: 0.1042734, MRR: 0.4360988, NDCG: 0.2242990, F1: 0.0786632, HIT_RATE: 0.8814690, ARHR_ALL_HITS: 0.6700548, NOVELTY: 0.0055986, AVERAGE_POPULARITY: 0.4734853, DIVERSITY_MEAN_INTER_LIST: 0.9543639, DIVERSITY_HERFINDAHL: 0.9954294, COVERAGE_ITEM: 0.0477324, COVERAGE_ITEM_CORRECT: 0.0395924, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8809524, DIVERSITY_GINI: 0.0125991, SHANNON_ENTROPY: 8.2618373, RATIO_DIVERSITY_HERFINDAHL: 0.9958023, RATIO_DIVERSITY_GINI: 0.0483604, RATIO_SHANNON_ENTROPY: 0.6636077, RATIO_AVERAGE_POPULARITY: 2.3865946, RATIO_NOVELTY: 0.0329803, 
SearchBayesianSkopt: Config 62 is suboptimal. Config: {'num_factors': 77, 'epochs': 60, 'confidence_scaling': 'log', 'alpha': 0.014997203869670777, 'epsilon': 0.001, 'reg': 0.007967792905880804} - results: PRECISION: 0.2060108, PRECISION_RECALL_MIN_DEN: 0.2071942, RECALL: 0.0443265, MAP: 0.0975970, MAP_MIN_DEN: 0.0981541, MRR: 0.4253274, NDCG: 0.2135071, F1: 0.0729555, HIT_RATE: 0.8663686, ARHR_ALL_HITS: 0.6415983, NOVELTY: 0.0056673, AVERAGE_POPULARITY: 0.4291531, DIVERSITY_MEAN_INTER_LIST: 0.9600945, DIVERSITY_HERFINDAHL: 0.9960024, COVERAGE_ITEM: 0.0470679, COVERAGE_ITEM_CORRECT: 0.0399801, COVERAGE_USER: 0.9994139, COVERAGE_USER_CORRECT: 0.8658608, DIVERSITY_GINI: 0.0136926, SHANNON_ENTROPY: 8.3833798, RATIO_DIVERSITY_HERFINDAHL: 0.9963756, RATIO_DIVERSITY_GINI: 0.0525580, RATIO_SHANNON_ENTROPY: 0.6733702, RATIO_AVERAGE_POPULARITY: 2.1631387, RATIO_NOVELTY: 0.0333846, 
