SearchBayesianSkopt: Resuming 'ItemKNN_CFCBF_HybridRecommender_mixed_tversky' Failed, no such file exists.
SearchBayesianSkopt: New best config found. Config 0: {'topK': 404, 'shrink': 245, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.392927588112716, 'tversky_beta': 1.8133639822586698, 'ICM_weight': 1.1671118619726781} - results: PRECISION: 0.2118492, PRECISION_RECALL_MIN_DEN: 0.2134709, RECALL: 0.0463237, MAP: 0.1033523, MAP_MIN_DEN: 0.1041096, MRR: 0.4445567, NDCG: 0.2225481, F1: 0.0760238, HIT_RATE: 0.8748350, ARHR_ALL_HITS: 0.6748431, NOVELTY: 0.0052039, AVERAGE_POPULARITY: 0.7317080, DIVERSITY_MEAN_INTER_LIST: 0.6669775, DIVERSITY_HERFINDAHL: 0.9666929, COVERAGE_ITEM: 0.0306772, COVERAGE_ITEM_CORRECT: 0.0134559, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8740659, DIVERSITY_GINI: 0.0019128, SHANNON_ENTROPY: 5.3613456, RATIO_DIVERSITY_HERFINDAHL: 0.9670658, RATIO_DIVERSITY_GINI: 0.0077229, RATIO_SHANNON_ENTROPY: 0.4327394, RATIO_AVERAGE_POPULARITY: 3.5719243, RATIO_NOVELTY: 0.0306078, 
SearchBayesianSkopt: Config 119 is suboptimal. Config: {'topK': 717, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.656911388105367, 'tversky_beta': 2.0, 'ICM_weight': 1.0} - results: PRECISION: 0.2039229, PRECISION_RECALL_MIN_DEN: 0.2056314, RECALL: 0.0441966, MAP: 0.1009299, MAP_MIN_DEN: 0.1017195, MRR: 0.4463134, NDCG: 0.2175719, F1: 0.0726480, HIT_RATE: 0.8609767, ARHR_ALL_HITS: 0.6682082, NOVELTY: 0.0051512, AVERAGE_POPULARITY: 0.7641610, DIVERSITY_MEAN_INTER_LIST: 0.5824342, DIVERSITY_HERFINDAHL: 0.9582392, COVERAGE_ITEM: 0.0171660, COVERAGE_ITEM_CORRECT: 0.0067556, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8602198, DIVERSITY_GINI: 0.0013251, SHANNON_ENTROPY: 4.8472397, RATIO_DIVERSITY_HERFINDAHL: 0.9586088, RATIO_DIVERSITY_GINI: 0.0053501, RATIO_SHANNON_ENTROPY: 0.3912435, RATIO_AVERAGE_POPULARITY: 3.7303478, RATIO_NOVELTY: 0.0302978, 
SearchBayesianSkopt: Config 120 is suboptimal. Config: {'topK': 184, 'shrink': 470, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 1.0731267092586663, 'ICM_weight': 10000.0} - results: PRECISION: 0.2191084, PRECISION_RECALL_MIN_DEN: 0.2208688, RECALL: 0.0482668, MAP: 0.1073084, MAP_MIN_DEN: 0.1081540, MRR: 0.4544277, NDCG: 0.2297329, F1: 0.0791073, HIT_RATE: 0.8857604, ARHR_ALL_HITS: 0.6954986, NOVELTY: 0.0052037, AVERAGE_POPULARITY: 0.7262139, DIVERSITY_MEAN_INTER_LIST: 0.7142618, DIVERSITY_HERFINDAHL: 0.9714209, COVERAGE_ITEM: 0.0239216, COVERAGE_ITEM_CORRECT: 0.0125145, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8849817, DIVERSITY_GINI: 0.0021646, SHANNON_ENTROPY: 5.6423463, RATIO_DIVERSITY_HERFINDAHL: 0.9717957, RATIO_DIVERSITY_GINI: 0.0087394, RATIO_SHANNON_ENTROPY: 0.4554203, RATIO_AVERAGE_POPULARITY: 3.5451043, RATIO_NOVELTY: 0.0306062, 
SearchBayesianSkopt: Config 121 is suboptimal. Config: {'topK': 1000, 'shrink': 234, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0, 'ICM_weight': 10000.0} - results: PRECISION: 0.2093635, PRECISION_RECALL_MIN_DEN: 0.2112148, RECALL: 0.0457143, MAP: 0.1030795, MAP_MIN_DEN: 0.1039161, MRR: 0.4476050, NDCG: 0.2216937, F1: 0.0750430, HIT_RATE: 0.8702156, ARHR_ALL_HITS: 0.6763274, NOVELTY: 0.0051705, AVERAGE_POPULARITY: 0.7518122, DIVERSITY_MEAN_INTER_LIST: 0.6297157, DIVERSITY_HERFINDAHL: 0.9629670, COVERAGE_ITEM: 0.0142865, COVERAGE_ITEM_CORRECT: 0.0080846, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8694505, DIVERSITY_GINI: 0.0015253, SHANNON_ENTROPY: 5.1183760, RATIO_DIVERSITY_HERFINDAHL: 0.9633384, RATIO_DIVERSITY_GINI: 0.0061585, RATIO_SHANNON_ENTROPY: 0.4131282, RATIO_AVERAGE_POPULARITY: 3.6700658, RATIO_NOVELTY: 0.0304112, 
SearchBayesianSkopt: Config 122 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.882486650739691, 'tversky_beta': 0.0, 'ICM_weight': 47.871032714153756} - results: PRECISION: 0.0005719, PRECISION_RECALL_MIN_DEN: 0.0006456, RECALL: 0.0002688, MAP: 0.0001372, MAP_MIN_DEN: 0.0001699, MRR: 0.0012568, NDCG: 0.0005537, F1: 0.0003657, HIT_RATE: 0.0052794, ARHR_ALL_HITS: 0.0013105, NOVELTY: 0.0102473, AVERAGE_POPULARITY: 0.0019168, DIVERSITY_MEAN_INTER_LIST: 0.9905612, DIVERSITY_HERFINDAHL: 0.9990489, COVERAGE_ITEM: 0.4889529, COVERAGE_ITEM_CORRECT: 0.0039316, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.0052747, DIVERSITY_GINI: 0.1186678, SHANNON_ENTROPY: 11.2676413, RATIO_DIVERSITY_HERFINDAHL: 0.9994342, RATIO_DIVERSITY_GINI: 0.4791113, RATIO_SHANNON_ENTROPY: 0.9094642, RATIO_AVERAGE_POPULARITY: 0.0093569, RATIO_NOVELTY: 0.0602710, 
SearchBayesianSkopt: Config 123 is suboptimal. Config: {'topK': 5, 'shrink': 792, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 0.860471143134332, 'ICM_weight': 10000.0} - results: PRECISION: 0.2070245, PRECISION_RECALL_MIN_DEN: 0.2089210, RECALL: 0.0464086, MAP: 0.0988728, MAP_MIN_DEN: 0.0996117, MRR: 0.4333978, NDCG: 0.2163910, F1: 0.0758206, HIT_RATE: 0.8759349, ARHR_ALL_HITS: 0.6530178, NOVELTY: 0.0054083, AVERAGE_POPULARITY: 0.5868227, DIVERSITY_MEAN_INTER_LIST: 0.9089850, DIVERSITY_HERFINDAHL: 0.9908918, COVERAGE_ITEM: 0.0685531, COVERAGE_ITEM_CORRECT: 0.0271887, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8751648, DIVERSITY_GINI: 0.0076891, SHANNON_ENTROPY: 7.4762644, RATIO_DIVERSITY_HERFINDAHL: 0.9912741, RATIO_DIVERSITY_GINI: 0.0310439, RATIO_SHANNON_ENTROPY: 0.6034444, RATIO_AVERAGE_POPULARITY: 2.8646486, RATIO_NOVELTY: 0.0318097, 
SearchBayesianSkopt: Config 124 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 1.2660437065017764, 'ICM_weight': 10000.0} - results: PRECISION: 0.2061373, PRECISION_RECALL_MIN_DEN: 0.2077730, RECALL: 0.0447246, MAP: 0.0985275, MAP_MIN_DEN: 0.0992514, MRR: 0.4294025, NDCG: 0.2149659, F1: 0.0735019, HIT_RATE: 0.8686024, ARHR_ALL_HITS: 0.6477497, NOVELTY: 0.0052337, AVERAGE_POPULARITY: 0.6955143, DIVERSITY_MEAN_INTER_LIST: 0.7299887, DIVERSITY_HERFINDAHL: 0.9729935, COVERAGE_ITEM: 0.0258043, COVERAGE_ITEM_CORRECT: 0.0107979, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8678388, DIVERSITY_GINI: 0.0021174, SHANNON_ENTROPY: 5.5984289, RATIO_DIVERSITY_HERFINDAHL: 0.9733689, RATIO_DIVERSITY_GINI: 0.0085489, RATIO_SHANNON_ENTROPY: 0.4518755, RATIO_AVERAGE_POPULARITY: 3.3952404, RATIO_NOVELTY: 0.0307828, 
SearchBayesianSkopt: Config 125 is suboptimal. Config: {'topK': 564, 'shrink': 858, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 0.0, 'ICM_weight': 123.26161562466335} - results: PRECISION: 0.2015325, PRECISION_RECALL_MIN_DEN: 0.2032666, RECALL: 0.0435879, MAP: 0.0992581, MAP_MIN_DEN: 0.1001185, MRR: 0.4419889, NDCG: 0.2149095, F1: 0.0716741, HIT_RATE: 0.8562106, ARHR_ALL_HITS: 0.6593765, NOVELTY: 0.0051453, AVERAGE_POPULARITY: 0.7669851, DIVERSITY_MEAN_INTER_LIST: 0.5790609, DIVERSITY_HERFINDAHL: 0.9579018, COVERAGE_ITEM: 0.0159477, COVERAGE_ITEM_CORRECT: 0.0054820, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8554579, DIVERSITY_GINI: 0.0012994, SHANNON_ENTROPY: 4.8252160, RATIO_DIVERSITY_HERFINDAHL: 0.9582714, RATIO_DIVERSITY_GINI: 0.0052460, RATIO_SHANNON_ENTROPY: 0.3894658, RATIO_AVERAGE_POPULARITY: 3.7441340, RATIO_NOVELTY: 0.0302629, 
SearchBayesianSkopt: Config 126 is suboptimal. Config: {'topK': 5, 'shrink': 595, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 1.4596541224975743, 'ICM_weight': 10000.0} - results: PRECISION: 0.2144889, PRECISION_RECALL_MIN_DEN: 0.2163120, RECALL: 0.0480664, MAP: 0.1027588, MAP_MIN_DEN: 0.1036142, MRR: 0.4418495, NDCG: 0.2233094, F1: 0.0785336, HIT_RATE: 0.8848072, ARHR_ALL_HITS: 0.6717970, NOVELTY: 0.0054751, AVERAGE_POPULARITY: 0.5574296, DIVERSITY_MEAN_INTER_LIST: 0.9195629, DIVERSITY_HERFINDAHL: 0.9919495, COVERAGE_ITEM: 0.0853868, COVERAGE_ITEM_CORRECT: 0.0347749, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8840293, DIVERSITY_GINI: 0.0096191, SHANNON_ENTROPY: 7.7596748, RATIO_DIVERSITY_HERFINDAHL: 0.9923322, RATIO_DIVERSITY_GINI: 0.0388364, RATIO_SHANNON_ENTROPY: 0.6263198, RATIO_AVERAGE_POPULARITY: 2.7211625, RATIO_NOVELTY: 0.0322024, 
SearchBayesianSkopt: Config 127 is suboptimal. Config: {'topK': 184, 'shrink': 104, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9516056043738672, 'tversky_beta': 1.3222705119704952, 'ICM_weight': 15.876504756272261} - results: PRECISION: 0.2114533, PRECISION_RECALL_MIN_DEN: 0.2130375, RECALL: 0.0463660, MAP: 0.1012068, MAP_MIN_DEN: 0.1018949, MRR: 0.4312454, NDCG: 0.2194334, F1: 0.0760551, HIT_RATE: 0.8755683, ARHR_ALL_HITS: 0.6585115, NOVELTY: 0.0052810, AVERAGE_POPULARITY: 0.6769401, DIVERSITY_MEAN_INTER_LIST: 0.7796848, DIVERSITY_HERFINDAHL: 0.9779628, COVERAGE_ITEM: 0.0489507, COVERAGE_ITEM_CORRECT: 0.0210975, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8747985, DIVERSITY_GINI: 0.0032292, SHANNON_ENTROPY: 6.0910525, RATIO_DIVERSITY_HERFINDAHL: 0.9783400, RATIO_DIVERSITY_GINI: 0.0130375, RATIO_SHANNON_ENTROPY: 0.4916375, RATIO_AVERAGE_POPULARITY: 3.3045679, RATIO_NOVELTY: 0.0310611, 
SearchBayesianSkopt: Config 128 is suboptimal. Config: {'topK': 193, 'shrink': 462, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 1.646066378095685, 'ICM_weight': 10000.0} - results: PRECISION: 0.2212714, PRECISION_RECALL_MIN_DEN: 0.2231943, RECALL: 0.0491794, MAP: 0.1083084, MAP_MIN_DEN: 0.1091717, MRR: 0.4552567, NDCG: 0.2315536, F1: 0.0804730, HIT_RATE: 0.8898665, ARHR_ALL_HITS: 0.6995034, NOVELTY: 0.0052164, AVERAGE_POPULARITY: 0.7190393, DIVERSITY_MEAN_INTER_LIST: 0.7281833, DIVERSITY_HERFINDAHL: 0.9728130, COVERAGE_ITEM: 0.0252506, COVERAGE_ITEM_CORRECT: 0.0140096, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8890842, DIVERSITY_GINI: 0.0023095, SHANNON_ENTROPY: 5.7332432, RATIO_DIVERSITY_HERFINDAHL: 0.9731883, RATIO_DIVERSITY_GINI: 0.0093245, RATIO_SHANNON_ENTROPY: 0.4627570, RATIO_AVERAGE_POPULARITY: 3.5100809, RATIO_NOVELTY: 0.0306809, 
SearchBayesianSkopt: Config 129 is suboptimal. Config: {'topK': 748, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0, 'ICM_weight': 1.0} - results: PRECISION: 0.2087036, PRECISION_RECALL_MIN_DEN: 0.2103945, RECALL: 0.0454448, MAP: 0.1015153, MAP_MIN_DEN: 0.1022796, MRR: 0.4409518, NDCG: 0.2194640, F1: 0.0746375, HIT_RATE: 0.8698490, ARHR_ALL_HITS: 0.6660632, NOVELTY: 0.0051905, AVERAGE_POPULARITY: 0.7333304, DIVERSITY_MEAN_INTER_LIST: 0.6627699, DIVERSITY_HERFINDAHL: 0.9662721, COVERAGE_ITEM: 0.0241985, COVERAGE_ITEM_CORRECT: 0.0100227, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8690842, DIVERSITY_GINI: 0.0017168, SHANNON_ENTROPY: 5.2592270, RATIO_DIVERSITY_HERFINDAHL: 0.9666449, RATIO_DIVERSITY_GINI: 0.0069313, RATIO_SHANNON_ENTROPY: 0.4244969, RATIO_AVERAGE_POPULARITY: 3.5798446, RATIO_NOVELTY: 0.0305285, 
SearchBayesianSkopt: Config 130 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 0.8753823389722455, 'ICM_weight': 535.6412818344039} - results: PRECISION: 0.1962898, PRECISION_RECALL_MIN_DEN: 0.1977446, RECALL: 0.0424907, MAP: 0.0921363, MAP_MIN_DEN: 0.0927375, MRR: 0.4108698, NDCG: 0.2038487, F1: 0.0698590, HIT_RATE: 0.8513712, ARHR_ALL_HITS: 0.6129301, NOVELTY: 0.0054104, AVERAGE_POPULARITY: 0.5837324, DIVERSITY_MEAN_INTER_LIST: 0.8242354, DIVERSITY_HERFINDAHL: 0.9824175, COVERAGE_ITEM: 0.0488953, COVERAGE_ITEM_CORRECT: 0.0232571, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8506227, DIVERSITY_GINI: 0.0039821, SHANNON_ENTROPY: 6.4623477, RATIO_DIVERSITY_HERFINDAHL: 0.9827965, RATIO_DIVERSITY_GINI: 0.0160775, RATIO_SHANNON_ENTROPY: 0.5216064, RATIO_AVERAGE_POPULARITY: 2.8495631, RATIO_NOVELTY: 0.0318223, 
SearchBayesianSkopt: Config 131 is suboptimal. Config: {'topK': 642, 'shrink': 638, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0, 'ICM_weight': 10000.0} - results: PRECISION: 0.2069585, PRECISION_RECALL_MIN_DEN: 0.2088800, RECALL: 0.0451491, MAP: 0.1019345, MAP_MIN_DEN: 0.1027777, MRR: 0.4468293, NDCG: 0.2198004, F1: 0.0741269, HIT_RATE: 0.8650095, ARHR_ALL_HITS: 0.6719836, NOVELTY: 0.0051564, AVERAGE_POPULARITY: 0.7596869, DIVERSITY_MEAN_INTER_LIST: 0.6088713, DIVERSITY_HERFINDAHL: 0.9608827, COVERAGE_ITEM: 0.0133451, COVERAGE_ITEM_CORRECT: 0.0069218, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8642491, DIVERSITY_GINI: 0.0014139, SHANNON_ENTROPY: 4.9938370, RATIO_DIVERSITY_HERFINDAHL: 0.9612533, RATIO_DIVERSITY_GINI: 0.0057086, RATIO_SHANNON_ENTROPY: 0.4030760, RATIO_AVERAGE_POPULARITY: 3.7085071, RATIO_NOVELTY: 0.0303284, 
SearchBayesianSkopt: Config 132 is suboptimal. Config: {'topK': 16, 'shrink': 853, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9716095014871557, 'tversky_beta': 1.971593874868834, 'ICM_weight': 70.65342685948244} - results: PRECISION: 0.1949919, PRECISION_RECALL_MIN_DEN: 0.1965522, RECALL: 0.0424733, MAP: 0.0909731, MAP_MIN_DEN: 0.0915060, MRR: 0.4079126, NDCG: 0.2023757, F1: 0.0697530, HIT_RATE: 0.8515178, ARHR_ALL_HITS: 0.6079032, NOVELTY: 0.0053054, AVERAGE_POPULARITY: 0.6525910, DIVERSITY_MEAN_INTER_LIST: 0.8493578, DIVERSITY_HERFINDAHL: 0.9849296, COVERAGE_ITEM: 0.0521070, COVERAGE_ITEM_CORRECT: 0.0245307, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8507692, DIVERSITY_GINI: 0.0048637, SHANNON_ENTROPY: 6.7598417, RATIO_DIVERSITY_HERFINDAHL: 0.9853095, RATIO_DIVERSITY_GINI: 0.0196368, RATIO_SHANNON_ENTROPY: 0.5456186, RATIO_AVERAGE_POPULARITY: 3.1857051, RATIO_NOVELTY: 0.0312047, 
SearchBayesianSkopt: Config 133 is suboptimal. Config: {'topK': 244, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 1.1531344874713516, 'ICM_weight': 1.0} - results: PRECISION: 0.2078971, PRECISION_RECALL_MIN_DEN: 0.2094362, RECALL: 0.0453473, MAP: 0.0995068, MAP_MIN_DEN: 0.1001670, MRR: 0.4295748, NDCG: 0.2163157, F1: 0.0744543, HIT_RATE: 0.8688957, ARHR_ALL_HITS: 0.6510074, NOVELTY: 0.0052393, AVERAGE_POPULARITY: 0.6964033, DIVERSITY_MEAN_INTER_LIST: 0.7360270, DIVERSITY_HERFINDAHL: 0.9735973, COVERAGE_ITEM: 0.0334459, COVERAGE_ITEM_CORRECT: 0.0146187, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8681319, DIVERSITY_GINI: 0.0024251, SHANNON_ENTROPY: 5.7555590, RATIO_DIVERSITY_HERFINDAHL: 0.9739729, RATIO_DIVERSITY_GINI: 0.0097910, RATIO_SHANNON_ENTROPY: 0.4645582, RATIO_AVERAGE_POPULARITY: 3.3995803, RATIO_NOVELTY: 0.0308160, 
SearchBayesianSkopt: Config 134 is suboptimal. Config: {'topK': 760, 'shrink': 693, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.030156106342993823, 'tversky_beta': 0.4133504382562957, 'ICM_weight': 67.60730378341003} - results: PRECISION: 0.2014152, PRECISION_RECALL_MIN_DEN: 0.2032158, RECALL: 0.0435748, MAP: 0.0993927, MAP_MIN_DEN: 0.1002237, MRR: 0.4418975, NDCG: 0.2149390, F1: 0.0716488, HIT_RATE: 0.8549641, ARHR_ALL_HITS: 0.6598976, NOVELTY: 0.0051422, AVERAGE_POPULARITY: 0.7692729, DIVERSITY_MEAN_INTER_LIST: 0.5694341, DIVERSITY_HERFINDAHL: 0.9569392, COVERAGE_ITEM: 0.0124038, COVERAGE_ITEM_CORRECT: 0.0053159, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8542125, DIVERSITY_GINI: 0.0012532, SHANNON_ENTROPY: 4.7681153, RATIO_DIVERSITY_HERFINDAHL: 0.9573084, RATIO_DIVERSITY_GINI: 0.0050596, RATIO_SHANNON_ENTROPY: 0.3848570, RATIO_AVERAGE_POPULARITY: 3.7553020, RATIO_NOVELTY: 0.0302444, 
SearchBayesianSkopt: New best config found. Config 135: {'topK': 27, 'shrink': 447, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0, 'ICM_weight': 1.0} - results: PRECISION: 0.2335020, PRECISION_RECALL_MIN_DEN: 0.2355579, RECALL: 0.0529589, MAP: 0.1142799, MAP_MIN_DEN: 0.1151884, MRR: 0.4640984, NDCG: 0.2420186, F1: 0.0863364, HIT_RATE: 0.9082710, ARHR_ALL_HITS: 0.7249877, NOVELTY: 0.0054048, AVERAGE_POPULARITY: 0.6115621, DIVERSITY_MEAN_INTER_LIST: 0.8647411, DIVERSITY_HERFINDAHL: 0.9864678, COVERAGE_ITEM: 0.0555955, COVERAGE_ITEM_CORRECT: 0.0309541, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.9074725, DIVERSITY_GINI: 0.0065103, SHANNON_ENTROPY: 7.1389143, RATIO_DIVERSITY_HERFINDAHL: 0.9868483, RATIO_DIVERSITY_GINI: 0.0262849, RATIO_SHANNON_ENTROPY: 0.5762153, RATIO_AVERAGE_POPULARITY: 2.9854172, RATIO_NOVELTY: 0.0317894, 
SearchBayesianSkopt: Config evaluated with evaluator_test. Config: {'topK': 27, 'shrink': 447, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0, 'ICM_weight': 1.0} - results:
CUTOFF: 10 - PRECISION: 0.2921853, PRECISION_RECALL_MIN_DEN: 0.2935821, RECALL: 0.0530676, MAP: 0.1549904, MAP_MIN_DEN: 0.1557084, MRR: 0.5322084, NDCG: 0.3012169, F1: 0.0898215, HIT_RATE: 0.9460450, ARHR_ALL_HITS: 0.9013844, NOVELTY: 0.0054053, AVERAGE_POPULARITY: 0.6113978, DIVERSITY_MEAN_INTER_LIST: 0.8648343, DIVERSITY_HERFINDAHL: 0.9864771, COVERAGE_ITEM: 0.0564815, COVERAGE_ITEM_CORRECT: 0.0321723, COVERAGE_USER: 0.9993407, COVERAGE_USER_CORRECT: 0.9454212, DIVERSITY_GINI: 0.0065345, SHANNON_ENTROPY: 7.1419990, RATIO_DIVERSITY_HERFINDAHL: 0.9868576, RATIO_DIVERSITY_GINI: 0.0263825, RATIO_SHANNON_ENTROPY: 0.5764643, RATIO_AVERAGE_POPULARITY: 2.9846152, RATIO_NOVELTY: 0.0317920, 

SearchBayesianSkopt: Config 136 is suboptimal. Config: {'topK': 5, 'shrink': 402, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0, 'ICM_weight': 10000.0} - results: PRECISION: 0.2171139, PRECISION_RECALL_MIN_DEN: 0.2190000, RECALL: 0.0488240, MAP: 0.1041688, MAP_MIN_DEN: 0.1050997, MRR: 0.4415607, NDCG: 0.2255479, F1: 0.0797207, HIT_RATE: 0.8887667, ARHR_ALL_HITS: 0.6765213, NOVELTY: 0.0055689, AVERAGE_POPULARITY: 0.5186553, DIVERSITY_MEAN_INTER_LIST: 0.9329142, DIVERSITY_HERFINDAHL: 0.9932846, COVERAGE_ITEM: 0.1057091, COVERAGE_ITEM_CORRECT: 0.0442439, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8879853, DIVERSITY_GINI: 0.0124480, SHANNON_ENTROPY: 8.0989810, RATIO_DIVERSITY_HERFINDAHL: 0.9936677, RATIO_DIVERSITY_GINI: 0.0502579, RATIO_SHANNON_ENTROPY: 0.6537068, RATIO_AVERAGE_POPULARITY: 2.5318807, RATIO_NOVELTY: 0.0327546, 
SearchBayesianSkopt: Config 137 is suboptimal. Config: {'topK': 229, 'shrink': 808, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 0.4738287315820765, 'ICM_weight': 1.0} - results: PRECISION: 0.2093122, PRECISION_RECALL_MIN_DEN: 0.2110145, RECALL: 0.0457685, MAP: 0.1027207, MAP_MIN_DEN: 0.1035533, MRR: 0.4461487, NDCG: 0.2211874, F1: 0.0751128, HIT_RATE: 0.8707288, ARHR_ALL_HITS: 0.6739557, NOVELTY: 0.0051708, AVERAGE_POPULARITY: 0.7493344, DIVERSITY_MEAN_INTER_LIST: 0.6462888, DIVERSITY_HERFINDAHL: 0.9646241, COVERAGE_ITEM: 0.0220942, COVERAGE_ITEM_CORRECT: 0.0089152, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8699634, DIVERSITY_GINI: 0.0016547, SHANNON_ENTROPY: 5.2172765, RATIO_DIVERSITY_HERFINDAHL: 0.9649963, RATIO_DIVERSITY_GINI: 0.0066807, RATIO_SHANNON_ENTROPY: 0.4211109, RATIO_AVERAGE_POPULARITY: 3.6579701, RATIO_NOVELTY: 0.0304130, 
SearchBayesianSkopt: Config 138 is suboptimal. Config: {'topK': 96, 'shrink': 434, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 1.589312621751153, 'ICM_weight': 1.0} - results: PRECISION: 0.2281420, PRECISION_RECALL_MIN_DEN: 0.2302256, RECALL: 0.0514094, MAP: 0.1118206, MAP_MIN_DEN: 0.1127554, MRR: 0.4602920, NDCG: 0.2375794, F1: 0.0839105, HIT_RATE: 0.8996187, ARHR_ALL_HITS: 0.7142491, NOVELTY: 0.0052707, AVERAGE_POPULARITY: 0.6862907, DIVERSITY_MEAN_INTER_LIST: 0.7838499, DIVERSITY_HERFINDAHL: 0.9783792, COVERAGE_ITEM: 0.0331137, COVERAGE_ITEM_CORRECT: 0.0189933, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8988278, DIVERSITY_GINI: 0.0032961, SHANNON_ENTROPY: 6.2245730, RATIO_DIVERSITY_HERFINDAHL: 0.9787567, RATIO_DIVERSITY_GINI: 0.0133079, RATIO_SHANNON_ENTROPY: 0.5024145, RATIO_AVERAGE_POPULARITY: 3.3502142, RATIO_NOVELTY: 0.0310004, 
SearchBayesianSkopt: Config 139 is suboptimal. Config: {'topK': 703, 'shrink': 483, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0, 'ICM_weight': 1.0} - results: PRECISION: 0.2089896, PRECISION_RECALL_MIN_DEN: 0.2106818, RECALL: 0.0456700, MAP: 0.1015786, MAP_MIN_DEN: 0.1023722, MRR: 0.4395851, NDCG: 0.2195772, F1: 0.0749593, HIT_RATE: 0.8701422, ARHR_ALL_HITS: 0.6656972, NOVELTY: 0.0052078, AVERAGE_POPULARITY: 0.7229418, DIVERSITY_MEAN_INTER_LIST: 0.6811469, DIVERSITY_HERFINDAHL: 0.9681097, COVERAGE_ITEM: 0.0271333, COVERAGE_ITEM_CORRECT: 0.0114071, COVERAGE_USER: 0.9991209, COVERAGE_USER_CORRECT: 0.8693773, DIVERSITY_GINI: 0.0018801, SHANNON_ENTROPY: 5.3837501, RATIO_DIVERSITY_HERFINDAHL: 0.9684832, RATIO_DIVERSITY_GINI: 0.0075909, RATIO_SHANNON_ENTROPY: 0.4345477, RATIO_AVERAGE_POPULARITY: 3.5291313, RATIO_NOVELTY: 0.0306305, 
