SearchBayesianSkopt: Extending previous number of cases from 50 to 150.
SearchBayesianSkopt: Search interrupted due to ValueError. The evaluated configurations may have had all the same value.
SearchBayesianSkopt: New best config found. Config 0: {'topK': 1208, 'l1_ratio': 1.046137916765057e-05, 'alpha': 0.5119339467956279} - results: PRECISION: 0.2351565, PRECISION_RECALL_MIN_DEN: 0.2376518, RECALL: 0.0540540, MAP: 0.1152662, MAP_MIN_DEN: 0.1162066, MRR: 0.4636224, NDCG: 0.2435698, F1: 0.0879025, HIT_RATE: 0.9092309, ARHR_ALL_HITS: 0.7279796, NOVELTY: 0.0053084, AVERAGE_POPULARITY: 0.6536793, DIVERSITY_MEAN_INTER_LIST: 0.8141581, DIVERSITY_HERFINDAHL: 0.9814098, COVERAGE_ITEM: 0.0398693, COVERAGE_ITEM_CORRECT: 0.0240323, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9084982, DIVERSITY_GINI: 0.0042627, SHANNON_ENTROPY: 6.5586445, RATIO_DIVERSITY_HERFINDAHL: 0.9817884, RATIO_DIVERSITY_GINI: 0.0172122, RATIO_SHANNON_ENTROPY: 0.5293777, RATIO_AVERAGE_POPULARITY: 3.2324266, RATIO_NOVELTY: 0.0312219, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 1293, 'l1_ratio': 2.881460920987402e-05, 'alpha': 0.16884893504751594} - results: PRECISION: 0.2398123, PRECISION_RECALL_MIN_DEN: 0.2423729, RECALL: 0.0554033, MAP: 0.1173740, MAP_MIN_DEN: 0.1183308, MRR: 0.4682547, NDCG: 0.2475048, F1: 0.0900114, HIT_RATE: 0.9164162, ARHR_ALL_HITS: 0.7378179, NOVELTY: 0.0054109, AVERAGE_POPULARITY: 0.5979372, DIVERSITY_MEAN_INTER_LIST: 0.8705810, DIVERSITY_HERFINDAHL: 0.9870517, COVERAGE_ITEM: 0.0529930, COVERAGE_ITEM_CORRECT: 0.0333906, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9156777, DIVERSITY_GINI: 0.0068764, SHANNON_ENTROPY: 7.2198818, RATIO_DIVERSITY_HERFINDAHL: 0.9874325, RATIO_DIVERSITY_GINI: 0.0277662, RATIO_SHANNON_ENTROPY: 0.5827491, RATIO_AVERAGE_POPULARITY: 2.9567832, RATIO_NOVELTY: 0.0318249, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 918, 'l1_ratio': 0.00018316041275515831, 'alpha': 0.9680083405658959} - results: PRECISION: 0.2318132, PRECISION_RECALL_MIN_DEN: 0.2340705, RECALL: 0.0527257, MAP: 0.1136356, MAP_MIN_DEN: 0.1145747, MRR: 0.4620935, NDCG: 0.2407053, F1: 0.0859110, HIT_RATE: 0.9024122, ARHR_ALL_HITS: 0.7214462, NOVELTY: 0.0052545, AVERAGE_POPULARITY: 0.6852882, DIVERSITY_MEAN_INTER_LIST: 0.7704611, DIVERSITY_HERFINDAHL: 0.9770405, COVERAGE_ITEM: 0.0327814, COVERAGE_ITEM_CORRECT: 0.0189379, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9016850, DIVERSITY_GINI: 0.0031280, SHANNON_ENTROPY: 6.1397797, RATIO_DIVERSITY_HERFINDAHL: 0.9774174, RATIO_DIVERSITY_GINI: 0.0126303, RATIO_SHANNON_ENTROPY: 0.4955692, RATIO_AVERAGE_POPULARITY: 3.3887314, RATIO_NOVELTY: 0.0309049, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 1500, 'l1_ratio': 0.008185821655535259, 'alpha': 0.43413689340485784} - results: PRECISION: 0.2317692, PRECISION_RECALL_MIN_DEN: 0.2340899, RECALL: 0.0530144, MAP: 0.1133121, MAP_MIN_DEN: 0.1142400, MRR: 0.4626087, NDCG: 0.2405876, F1: 0.0862909, HIT_RATE: 0.9067380, ARHR_ALL_HITS: 0.7208295, NOVELTY: 0.0052710, AVERAGE_POPULARITY: 0.6722000, DIVERSITY_MEAN_INTER_LIST: 0.7960283, DIVERSITY_HERFINDAHL: 0.9795970, COVERAGE_ITEM: 0.0336674, COVERAGE_ITEM_CORRECT: 0.0188272, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9060073, DIVERSITY_GINI: 0.0035728, SHANNON_ENTROPY: 6.3411695, RATIO_DIVERSITY_HERFINDAHL: 0.9799749, RATIO_DIVERSITY_GINI: 0.0144265, RATIO_SHANNON_ENTROPY: 0.5118243, RATIO_AVERAGE_POPULARITY: 3.3240106, RATIO_NOVELTY: 0.0310021, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 909, 'l1_ratio': 0.0001965525631084459, 'alpha': 0.06285427369727607} - results: PRECISION: 0.2393577, PRECISION_RECALL_MIN_DEN: 0.2418452, RECALL: 0.0554677, MAP: 0.1166791, MAP_MIN_DEN: 0.1176436, MRR: 0.4652811, NDCG: 0.2465683, F1: 0.0900643, HIT_RATE: 0.9166361, ARHR_ALL_HITS: 0.7337280, NOVELTY: 0.0055168, AVERAGE_POPULARITY: 0.5462180, DIVERSITY_MEAN_INTER_LIST: 0.9062758, DIVERSITY_HERFINDAHL: 0.9906209, COVERAGE_ITEM: 0.0707127, COVERAGE_ITEM_CORRECT: 0.0446869, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9158974, DIVERSITY_GINI: 0.0101069, SHANNON_ENTROPY: 7.7626642, RATIO_DIVERSITY_HERFINDAHL: 0.9910031, RATIO_DIVERSITY_GINI: 0.0408107, RATIO_SHANNON_ENTROPY: 0.6265595, RATIO_AVERAGE_POPULARITY: 2.7010334, RATIO_NOVELTY: 0.0324479, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 1500, 'l1_ratio': 0.002509876123176703, 'alpha': 0.01} - results: PRECISION: 0.2361463, PRECISION_RECALL_MIN_DEN: 0.2384863, RECALL: 0.0547310, MAP: 0.1145678, MAP_MIN_DEN: 0.1154950, MRR: 0.4614809, NDCG: 0.2432074, F1: 0.0888658, HIT_RATE: 0.9106973, ARHR_ALL_HITS: 0.7240042, NOVELTY: 0.0056834, AVERAGE_POPULARITY: 0.4713094, DIVERSITY_MEAN_INTER_LIST: 0.9442293, DIVERSITY_HERFINDAHL: 0.9944160, COVERAGE_ITEM: 0.1078133, COVERAGE_ITEM_CORRECT: 0.0665596, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9099634, DIVERSITY_GINI: 0.0172277, SHANNON_ENTROPY: 8.5379126, RATIO_DIVERSITY_HERFINDAHL: 0.9947996, RATIO_DIVERSITY_GINI: 0.0695639, RATIO_SHANNON_ENTROPY: 0.6891333, RATIO_AVERAGE_POPULARITY: 2.3306124, RATIO_NOVELTY: 0.0334275, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 1479, 'l1_ratio': 0.0018491756223047882, 'alpha': 0.45835840416992457} - results: PRECISION: 0.2350832, PRECISION_RECALL_MIN_DEN: 0.2375958, RECALL: 0.0540954, MAP: 0.1147736, MAP_MIN_DEN: 0.1157119, MRR: 0.4633103, NDCG: 0.2431978, F1: 0.0879520, HIT_RATE: 0.9106239, ARHR_ALL_HITS: 0.7261703, NOVELTY: 0.0053024, AVERAGE_POPULARITY: 0.6560163, DIVERSITY_MEAN_INTER_LIST: 0.8134982, DIVERSITY_HERFINDAHL: 0.9813439, COVERAGE_ITEM: 0.0390387, COVERAGE_ITEM_CORRECT: 0.0231464, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9098901, DIVERSITY_GINI: 0.0041821, SHANNON_ENTROPY: 6.5397882, RATIO_DIVERSITY_HERFINDAHL: 0.9817224, RATIO_DIVERSITY_GINI: 0.0168870, RATIO_SHANNON_ENTROPY: 0.5278557, RATIO_AVERAGE_POPULARITY: 3.2439830, RATIO_NOVELTY: 0.0311868, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 1447, 'l1_ratio': 3.1555410916367155e-05, 'alpha': 0.9973005681851438} - results: PRECISION: 0.2316226, PRECISION_RECALL_MIN_DEN: 0.2338936, RECALL: 0.0526655, MAP: 0.1137740, MAP_MIN_DEN: 0.1147215, MRR: 0.4629359, NDCG: 0.2407698, F1: 0.0858180, HIT_RATE: 0.9027788, ARHR_ALL_HITS: 0.7222767, NOVELTY: 0.0052528, AVERAGE_POPULARITY: 0.6861910, DIVERSITY_MEAN_INTER_LIST: 0.7698566, DIVERSITY_HERFINDAHL: 0.9769800, COVERAGE_ITEM: 0.0325599, COVERAGE_ITEM_CORRECT: 0.0186057, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9020513, DIVERSITY_GINI: 0.0031059, SHANNON_ENTROPY: 6.1316886, RATIO_DIVERSITY_HERFINDAHL: 0.9773569, RATIO_DIVERSITY_GINI: 0.0125412, RATIO_SHANNON_ENTROPY: 0.4949161, RATIO_AVERAGE_POPULARITY: 3.3931959, RATIO_NOVELTY: 0.0308953, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 905, 'l1_ratio': 1.2387845027467437e-05, 'alpha': 0.6698576360406335} - results: PRECISION: 0.2339468, PRECISION_RECALL_MIN_DEN: 0.2363065, RECALL: 0.0534394, MAP: 0.1146485, MAP_MIN_DEN: 0.1155753, MRR: 0.4628405, NDCG: 0.2425063, F1: 0.0870047, HIT_RATE: 0.9069580, ARHR_ALL_HITS: 0.7256000, NOVELTY: 0.0052854, AVERAGE_POPULARITY: 0.6671437, DIVERSITY_MEAN_INTER_LIST: 0.7960747, DIVERSITY_HERFINDAHL: 0.9796016, COVERAGE_ITEM: 0.0366022, COVERAGE_ITEM_CORRECT: 0.0218728, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9062271, DIVERSITY_GINI: 0.0037437, SHANNON_ENTROPY: 6.3815775, RATIO_DIVERSITY_HERFINDAHL: 0.9799795, RATIO_DIVERSITY_GINI: 0.0151167, RATIO_SHANNON_ENTROPY: 0.5150858, RATIO_AVERAGE_POPULARITY: 3.2990075, RATIO_NOVELTY: 0.0310868, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 1496, 'l1_ratio': 0.0003675555250108566, 'alpha': 0.999589829542485} - results: PRECISION: 0.2311900, PRECISION_RECALL_MIN_DEN: 0.2334468, RECALL: 0.0525406, MAP: 0.1135395, MAP_MIN_DEN: 0.1144846, MRR: 0.4624961, NDCG: 0.2403855, F1: 0.0856224, HIT_RATE: 0.9021922, ARHR_ALL_HITS: 0.7212786, NOVELTY: 0.0052475, AVERAGE_POPULARITY: 0.6891048, DIVERSITY_MEAN_INTER_LIST: 0.7658865, DIVERSITY_HERFINDAHL: 0.9765830, COVERAGE_ITEM: 0.0317293, COVERAGE_ITEM_CORRECT: 0.0181627, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9014652, DIVERSITY_GINI: 0.0030219, SHANNON_ENTROPY: 6.0955596, RATIO_DIVERSITY_HERFINDAHL: 0.9769597, RATIO_DIVERSITY_GINI: 0.0122021, RATIO_SHANNON_ENTROPY: 0.4920000, RATIO_AVERAGE_POPULARITY: 3.4076044, RATIO_NOVELTY: 0.0308638, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 1498, 'l1_ratio': 0.00015296502383680365, 'alpha': 0.2494120933245788} - results: PRECISION: 0.2383752, PRECISION_RECALL_MIN_DEN: 0.2409312, RECALL: 0.0551050, MAP: 0.1164463, MAP_MIN_DEN: 0.1174019, MRR: 0.4643092, NDCG: 0.2458665, F1: 0.0895165, HIT_RATE: 0.9130435, ARHR_ALL_HITS: 0.7322364, NOVELTY: 0.0053728, AVERAGE_POPULARITY: 0.6176407, DIVERSITY_MEAN_INTER_LIST: 0.8535268, DIVERSITY_HERFINDAHL: 0.9853464, COVERAGE_ITEM: 0.0476771, COVERAGE_ITEM_CORRECT: 0.0295697, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9123077, DIVERSITY_GINI: 0.0058555, SHANNON_ENTROPY: 6.9972261, RATIO_DIVERSITY_HERFINDAHL: 0.9857265, RATIO_DIVERSITY_GINI: 0.0236438, RATIO_SHANNON_ENTROPY: 0.5647776, RATIO_AVERAGE_POPULARITY: 3.0542165, RATIO_NOVELTY: 0.0316011, 
SearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 900, 'l1_ratio': 8.893724753719161e-05, 'alpha': 0.1767573395450561} - results: PRECISION: 0.2397830, PRECISION_RECALL_MIN_DEN: 0.2423712, RECALL: 0.0554708, MAP: 0.1172493, MAP_MIN_DEN: 0.1182342, MRR: 0.4673707, NDCG: 0.2473914, F1: 0.0900984, HIT_RATE: 0.9165628, ARHR_ALL_HITS: 0.7370713, NOVELTY: 0.0054088, AVERAGE_POPULARITY: 0.5993062, DIVERSITY_MEAN_INTER_LIST: 0.8687252, DIVERSITY_HERFINDAHL: 0.9868662, COVERAGE_ITEM: 0.0526607, COVERAGE_ITEM_CORRECT: 0.0330583, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9158242, DIVERSITY_GINI: 0.0067684, SHANNON_ENTROPY: 7.1971119, RATIO_DIVERSITY_HERFINDAHL: 0.9872468, RATIO_DIVERSITY_GINI: 0.0273303, RATIO_SHANNON_ENTROPY: 0.5809112, RATIO_AVERAGE_POPULARITY: 2.9635528, RATIO_NOVELTY: 0.0318127, 
SearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 922, 'l1_ratio': 0.0025788231645434783, 'alpha': 0.01732269142637996} - results: PRECISION: 0.2374221, PRECISION_RECALL_MIN_DEN: 0.2398391, RECALL: 0.0550833, MAP: 0.1155222, MAP_MIN_DEN: 0.1164534, MRR: 0.4637985, NDCG: 0.2446729, F1: 0.0894205, HIT_RATE: 0.9126769, ARHR_ALL_HITS: 0.7286914, NOVELTY: 0.0056670, AVERAGE_POPULARITY: 0.4785041, DIVERSITY_MEAN_INTER_LIST: 0.9400606, DIVERSITY_HERFINDAHL: 0.9939992, COVERAGE_ITEM: 0.1000609, COVERAGE_ITEM_CORRECT: 0.0632925, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9119414, DIVERSITY_GINI: 0.0160249, SHANNON_ENTROPY: 8.4355305, RATIO_DIVERSITY_HERFINDAHL: 0.9943826, RATIO_DIVERSITY_GINI: 0.0647070, RATIO_SHANNON_ENTROPY: 0.6808696, RATIO_AVERAGE_POPULARITY: 2.3661899, RATIO_NOVELTY: 0.0333313, 
SearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 1355, 'l1_ratio': 0.0010298167845694335, 'alpha': 0.17270583776180884} - results: PRECISION: 0.2394824, PRECISION_RECALL_MIN_DEN: 0.2420235, RECALL: 0.0553888, MAP: 0.1170627, MAP_MIN_DEN: 0.1180383, MRR: 0.4679804, NDCG: 0.2471764, F1: 0.0899691, HIT_RATE: 0.9153897, ARHR_ALL_HITS: 0.7368841, NOVELTY: 0.0054008, AVERAGE_POPULARITY: 0.6023319, DIVERSITY_MEAN_INTER_LIST: 0.8680764, DIVERSITY_HERFINDAHL: 0.9868013, COVERAGE_ITEM: 0.0513871, COVERAGE_ITEM_CORRECT: 0.0325046, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9146520, DIVERSITY_GINI: 0.0066494, SHANNON_ENTROPY: 7.1772068, RATIO_DIVERSITY_HERFINDAHL: 0.9871819, RATIO_DIVERSITY_GINI: 0.0268495, RATIO_SHANNON_ENTROPY: 0.5793046, RATIO_AVERAGE_POPULARITY: 2.9785150, RATIO_NOVELTY: 0.0317655, 
SearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 1175, 'l1_ratio': 5.973729605826582e-05, 'alpha': 0.17370679295972316} - results: PRECISION: 0.2399809, PRECISION_RECALL_MIN_DEN: 0.2425437, RECALL: 0.0554377, MAP: 0.1174601, MAP_MIN_DEN: 0.1184152, MRR: 0.4681462, NDCG: 0.2476005, F1: 0.0900687, HIT_RATE: 0.9163428, ARHR_ALL_HITS: 0.7379263, NOVELTY: 0.0054088, AVERAGE_POPULARITY: 0.5990501, DIVERSITY_MEAN_INTER_LIST: 0.8696119, DIVERSITY_HERFINDAHL: 0.9869548, COVERAGE_ITEM: 0.0529930, COVERAGE_ITEM_CORRECT: 0.0332244, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9156044, DIVERSITY_GINI: 0.0068091, SHANNON_ENTROPY: 7.2060008, RATIO_DIVERSITY_HERFINDAHL: 0.9873355, RATIO_DIVERSITY_GINI: 0.0274946, RATIO_SHANNON_ENTROPY: 0.5816287, RATIO_AVERAGE_POPULARITY: 2.9622864, RATIO_NOVELTY: 0.0318125, 
SearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 908, 'l1_ratio': 0.0011717220271980843, 'alpha': 0.45008064813320264} - results: PRECISION: 0.2356918, PRECISION_RECALL_MIN_DEN: 0.2382222, RECALL: 0.0542505, MAP: 0.1151887, MAP_MIN_DEN: 0.1161319, MRR: 0.4642862, NDCG: 0.2438060, F1: 0.0881997, HIT_RATE: 0.9091576, ARHR_ALL_HITS: 0.7280036, NOVELTY: 0.0053089, AVERAGE_POPULARITY: 0.6525770, DIVERSITY_MEAN_INTER_LIST: 0.8168922, DIVERSITY_HERFINDAHL: 0.9816832, COVERAGE_ITEM: 0.0395924, COVERAGE_ITEM_CORRECT: 0.0238108, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9084249, DIVERSITY_GINI: 0.0043183, SHANNON_ENTROPY: 6.5808498, RATIO_DIVERSITY_HERFINDAHL: 0.9820619, RATIO_DIVERSITY_GINI: 0.0174367, RATIO_SHANNON_ENTROPY: 0.5311700, RATIO_AVERAGE_POPULARITY: 3.2269757, RATIO_NOVELTY: 0.0312250, 
SearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 910, 'l1_ratio': 3.569963166382563e-05, 'alpha': 0.9993808999049778} - results: PRECISION: 0.2317325, PRECISION_RECALL_MIN_DEN: 0.2339934, RECALL: 0.0526774, MAP: 0.1136420, MAP_MIN_DEN: 0.1145758, MRR: 0.4625419, NDCG: 0.2407122, F1: 0.0858413, HIT_RATE: 0.9023389, ARHR_ALL_HITS: 0.7217628, NOVELTY: 0.0052537, AVERAGE_POPULARITY: 0.6859168, DIVERSITY_MEAN_INTER_LIST: 0.7689775, DIVERSITY_HERFINDAHL: 0.9768921, COVERAGE_ITEM: 0.0323938, COVERAGE_ITEM_CORRECT: 0.0188272, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9016117, DIVERSITY_GINI: 0.0031011, SHANNON_ENTROPY: 6.1277254, RATIO_DIVERSITY_HERFINDAHL: 0.9772689, RATIO_DIVERSITY_GINI: 0.0125221, RATIO_SHANNON_ENTROPY: 0.4945962, RATIO_AVERAGE_POPULARITY: 3.3918400, RATIO_NOVELTY: 0.0309003, 
SearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 1500, 'l1_ratio': 1.545393451384732e-05, 'alpha': 0.27334133964195684} - results: PRECISION: 0.2378400, PRECISION_RECALL_MIN_DEN: 0.2403368, RECALL: 0.0548581, MAP: 0.1163043, MAP_MIN_DEN: 0.1172473, MRR: 0.4639018, NDCG: 0.2454949, F1: 0.0891529, HIT_RATE: 0.9112838, ARHR_ALL_HITS: 0.7316205, NOVELTY: 0.0053649, AVERAGE_POPULARITY: 0.6220695, DIVERSITY_MEAN_INTER_LIST: 0.8490768, DIVERSITY_HERFINDAHL: 0.9849015, COVERAGE_ITEM: 0.0466250, COVERAGE_ITEM_CORRECT: 0.0288499, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9105495, DIVERSITY_GINI: 0.0056394, SHANNON_ENTROPY: 6.9441259, RATIO_DIVERSITY_HERFINDAHL: 0.9852814, RATIO_DIVERSITY_GINI: 0.0227713, RATIO_SHANNON_ENTROPY: 0.5604916, RATIO_AVERAGE_POPULARITY: 3.0761168, RATIO_NOVELTY: 0.0315544, 
SearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 1276, 'l1_ratio': 3.837492658768804e-05, 'alpha': 0.08626939122997211} - results: PRECISION: 0.2396070, PRECISION_RECALL_MIN_DEN: 0.2421321, RECALL: 0.0554892, MAP: 0.1170877, MAP_MIN_DEN: 0.1180592, MRR: 0.4669618, NDCG: 0.2471320, F1: 0.0901103, HIT_RATE: 0.9163428, ARHR_ALL_HITS: 0.7361539, NOVELTY: 0.0054764, AVERAGE_POPULARITY: 0.5652491, DIVERSITY_MEAN_INTER_LIST: 0.8947503, DIVERSITY_HERFINDAHL: 0.9894685, COVERAGE_ITEM: 0.0633479, COVERAGE_ITEM_CORRECT: 0.0407553, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9156044, DIVERSITY_GINI: 0.0088465, SHANNON_ENTROPY: 7.5731725, RATIO_DIVERSITY_HERFINDAHL: 0.9898501, RATIO_DIVERSITY_GINI: 0.0357215, RATIO_SHANNON_ENTROPY: 0.6112648, RATIO_AVERAGE_POPULARITY: 2.7951415, RATIO_NOVELTY: 0.0322103, 
SearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 1500, 'l1_ratio': 1e-05, 'alpha': 0.07055017661226666} - results: PRECISION: 0.2399883, PRECISION_RECALL_MIN_DEN: 0.2424547, RECALL: 0.0555477, MAP: 0.1169879, MAP_MIN_DEN: 0.1179385, MRR: 0.4660748, NDCG: 0.2471082, F1: 0.0902144, HIT_RATE: 0.9174426, ARHR_ALL_HITS: 0.7351949, NOVELTY: 0.0054927, AVERAGE_POPULARITY: 0.5573657, DIVERSITY_MEAN_INTER_LIST: 0.9001690, DIVERSITY_HERFINDAHL: 0.9900103, COVERAGE_ITEM: 0.0669472, COVERAGE_ITEM_CORRECT: 0.0426934, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9167033, DIVERSITY_GINI: 0.0094182, SHANNON_ENTROPY: 7.6609678, RATIO_DIVERSITY_HERFINDAHL: 0.9903922, RATIO_DIVERSITY_GINI: 0.0380298, RATIO_SHANNON_ENTROPY: 0.6183511, RATIO_AVERAGE_POPULARITY: 2.7561584, RATIO_NOVELTY: 0.0323063, 
SearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 1487, 'l1_ratio': 0.009474017345457672, 'alpha': 0.6351632988455228} - results: PRECISION: 0.2281472, PRECISION_RECALL_MIN_DEN: 0.2303939, RECALL: 0.0518526, MAP: 0.1116457, MAP_MIN_DEN: 0.1125438, MRR: 0.4599203, NDCG: 0.2374807, F1: 0.0845003, HIT_RATE: 0.9010191, ARHR_ALL_HITS: 0.7135056, NOVELTY: 0.0052304, AVERAGE_POPULARITY: 0.6972878, DIVERSITY_MEAN_INTER_LIST: 0.7584723, DIVERSITY_HERFINDAHL: 0.9758417, COVERAGE_ITEM: 0.0270779, COVERAGE_ITEM_CORRECT: 0.0147849, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9002930, DIVERSITY_GINI: 0.0027782, SHANNON_ENTROPY: 5.9985255, RATIO_DIVERSITY_HERFINDAHL: 0.9762181, RATIO_DIVERSITY_GINI: 0.0112182, RATIO_SHANNON_ENTROPY: 0.4841679, RATIO_AVERAGE_POPULARITY: 3.4480692, RATIO_NOVELTY: 0.0307632, 
SearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 904, 'l1_ratio': 0.0004205768754076778, 'alpha': 0.7929254641273279} - results: PRECISION: 0.2326197, PRECISION_RECALL_MIN_DEN: 0.2348684, RECALL: 0.0530180, MAP: 0.1138532, MAP_MIN_DEN: 0.1147844, MRR: 0.4626193, NDCG: 0.2413271, F1: 0.0863544, HIT_RATE: 0.9066647, ARHR_ALL_HITS: 0.7227476, NOVELTY: 0.0052673, AVERAGE_POPULARITY: 0.6774664, DIVERSITY_MEAN_INTER_LIST: 0.7825217, DIVERSITY_HERFINDAHL: 0.9782464, COVERAGE_ITEM: 0.0344980, COVERAGE_ITEM_CORRECT: 0.0199347, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9059341, DIVERSITY_GINI: 0.0033961, SHANNON_ENTROPY: 6.2507716, RATIO_DIVERSITY_HERFINDAHL: 0.9786238, RATIO_DIVERSITY_GINI: 0.0137133, RATIO_SHANNON_ENTROPY: 0.5045279, RATIO_AVERAGE_POPULARITY: 3.3500532, RATIO_NOVELTY: 0.0309803, 
SearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 1496, 'l1_ratio': 5.2821433077810465e-05, 'alpha': 0.7319464858701012} - results: PRECISION: 0.2336462, PRECISION_RECALL_MIN_DEN: 0.2359176, RECALL: 0.0532450, MAP: 0.1144893, MAP_MIN_DEN: 0.1154230, MRR: 0.4628243, NDCG: 0.2422122, F1: 0.0867262, HIT_RATE: 0.9076912, ARHR_ALL_HITS: 0.7248395, NOVELTY: 0.0052770, AVERAGE_POPULARITY: 0.6717762, DIVERSITY_MEAN_INTER_LIST: 0.7909936, DIVERSITY_HERFINDAHL: 0.9790936, COVERAGE_ITEM: 0.0357163, COVERAGE_ITEM_CORRECT: 0.0209868, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9069597, DIVERSITY_GINI: 0.0035990, SHANNON_ENTROPY: 6.3292318, RATIO_DIVERSITY_HERFINDAHL: 0.9794712, RATIO_DIVERSITY_GINI: 0.0145323, RATIO_SHANNON_ENTROPY: 0.5108607, RATIO_AVERAGE_POPULARITY: 3.3219151, RATIO_NOVELTY: 0.0310375, 
SearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 1500, 'l1_ratio': 4.793871380187917e-05, 'alpha': 0.189228318562115} - results: PRECISION: 0.2398710, PRECISION_RECALL_MIN_DEN: 0.2424306, RECALL: 0.0554460, MAP: 0.1171877, MAP_MIN_DEN: 0.1181373, MRR: 0.4671638, NDCG: 0.2472926, F1: 0.0900720, HIT_RATE: 0.9162695, ARHR_ALL_HITS: 0.7364964, NOVELTY: 0.0053989, AVERAGE_POPULARITY: 0.6039462, DIVERSITY_MEAN_INTER_LIST: 0.8657318, DIVERSITY_HERFINDAHL: 0.9865668, COVERAGE_ITEM: 0.0517194, COVERAGE_ITEM_CORRECT: 0.0326707, COVERAGE_USER: 0.9991941, COVERAGE_USER_CORRECT: 0.9155311, DIVERSITY_GINI: 0.0065541, SHANNON_ENTROPY: 7.1534358, RATIO_DIVERSITY_HERFINDAHL: 0.9869474, RATIO_DIVERSITY_GINI: 0.0264649, RATIO_SHANNON_ENTROPY: 0.5773859, RATIO_AVERAGE_POPULARITY: 2.9864975, RATIO_NOVELTY: 0.0317547, 
